id,name_zh,name_en,name_bn,category_group,category,parent_site,division,district,upazila_or_thana,latitude,longitude,address,description_zh,opening_hours,ticket_price,best_season,transport,contact,website,image_url,source_urls,source_type,verification_status,last_verified,notes
BD-POI-0113,,Teknaf Wildlife Sanctuary,,森林公园与保护区,Wildlife sanctuary,,Chattogram,Cox's Bazar,Teknaf,20.9916645,92.2208368,,Teknaf Wildlife Sanctuary位于孟加拉国Chattogram大区的Cox's Bazar，在本数据集中归为“森林公园与保护区”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。,,,全年；通常11月至次年3月天气较舒适,出发前通过当地旅游部门或地图服务核实路线,,,,https://beautifulbangladesh.gov.bd/ | https://sufal.bforest.gov.bd/redlist/wp-content/uploads/2024/09/Red-List-Summary-English.pdf | https://www.openstreetmap.org/?mlat=20.9916645&mlon=92.2208368#map=15/20.9916645/92.2208368,Bangladesh Tourism Board directory | specific authoritative source | OpenStreetMap Photon,景点级权威来源已核实；OSM坐标自动匹配（待人工复核）,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
BD-POI-0114,,Chunati Wildlife Sanctuary,,森林公园与保护区,Wildlife sanctuary,,Chattogram,Chattogram,Lohagara,21.9549403,92.0658050,,Chunati Wildlife Sanctuary位于孟加拉国Chattogram大区的Chattogram，在本数据集中归为“森林公园与保护区”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。,,,全年；通常11月至次年3月天气较舒适,出发前通过当地旅游部门或地图服务核实路线,,,,https://beautifulbangladesh.gov.bd/ | https://sufal.bforest.gov.bd/redlist/wp-content/uploads/2024/09/Red-List-Summary-English.pdf | https://www.openstreetmap.org/?mlat=21.9549403&mlon=92.065805#map=15/21.9549403/92.065805,Bangladesh Tourism Board directory | specific authoritative source | OpenStreetMap Photon,景点级权威来源已核实；OSM坐标自动匹配（待人工复核）,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
BD-POI-0115,,Madhutila Eco Park,,山地与瀑布,Eco-park / hill landscape,,Mymensingh,Sherpur,Nalitabari,25.2051315,90.1530411,,Madhutila Eco Park位于孟加拉国Mymensingh大区的Sherpur，在本数据集中归为“山地与瀑布”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。,,,旱季（约11月至次年3月）,出发前通过当地旅游部门或地图服务核实路线,,,,https://beautifulbangladesh.gov.bd/ | https://www.beautifulbangladesh.gov.bd/newsletter/single/468 | https://www.openstreetmap.org/?mlat=25.2051315&mlon=90.1530411#map=15/25.2051315/90.1530411,Bangladesh Tourism Board directory | specific authoritative source | OpenStreetMap Photon,景点级权威来源已核实；OSM坐标自动匹配（待人工复核）,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
BD-POI-0116,,Tea Gardens of Sreemangal,,城市与文化景观,Tea landscape,,Sylhet,Moulvibazar,Sreemangal,,,,Tea Gardens of Sreemangal位于孟加拉国Sylhet大区的Moulvibazar，在本数据集中归为“城市与文化景观”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。,,,全年；通常11月至次年3月天气较舒适,出发前通过当地旅游部门或地图服务核实路线,,,,https://beautifulbangladesh.gov.bd/ | https://beautifulbangladesh.gov.bd/district-destination/moulvibazar/green-zone/24,Bangladesh Tourism Board directory | specific authoritative source,景点级权威来源已核实；坐标待补,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
BD-POI-0117,,Jadukata River,,河流湖泊与湿地,River landscape,,Sylhet,Sunamganj,Tahirpur,25.1504794,91.2575391,,Jadukata River位于孟加拉国Sylhet大区的Sunamganj，在本数据集中归为“河流湖泊与湿地”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。,,,雨季至雨季后（约6–11月）；出行前核实水位与安全情况,出发前通过当地旅游部门或地图服务核实路线,,,,https://beautifulbangladesh.gov.bd/ | https://beautifulbangladesh.gov.bd/district-destination/sunamganj/land-of-rivers/26 | https://www.openstreetmap.org/?mlat=25.1504794&mlon=91.2575391#map=15/25.1504794/91.2575391,Bangladesh Tourism Board directory | specific authoritative source | OpenStreetMap Photon,景点级权威来源已核实；OSM坐标自动匹配（待人工复核）,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
BD-POI-0118,,Sandwip Island,,海滩与岛屿,Island / coastal landscape,,Chattogram,Chattogram,Sandwip,22.5022415,91.4861890,,Sandwip Island位于孟加拉国Chattogram大区的Chattogram，在本数据集中归为“海滩与岛屿”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。,,,旱季（约11月至次年3月）,出发前通过当地旅游部门或地图服务核实路线,,,,https://beautifulbangladesh.gov.bd/ | https://beautifulbangladesh.gov.bd/district-destination/chattogram/island/16 | https://www.openstreetmap.org/?mlat=22.5022415&mlon=91.486189#map=15/22.5022415/91.486189,Bangladesh Tourism Board directory | specific authoritative source | OpenStreetMap Photon,景点级权威来源已核实；OSM坐标自动匹配（待人工复核）,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
BD-POI-0119,,Alutila Cave,,山地与瀑布,Natural cave / hill attraction,,Chattogram,Khagrachhari,Matiranga,23.0874809,91.9563341,,Alutila Cave位于孟加拉国Chattogram大区的Khagrachhari，在本数据集中归为“山地与瀑布”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。,,,旱季（约11月至次年3月）,出发前通过当地旅游部门或地图服务核实路线,,,,https://beautifulbangladesh.gov.bd/ | https://beautifulbangladesh.gov.bd/district-destination/khagrachari/hill-tracts-waterfalls/125 | https://www.openstreetmap.org/?mlat=23.0874809&mlon=91.9563341#map=15/23.0874809/91.9563341,Bangladesh Tourism Board directory | specific authoritative source | OpenStreetMap Photon,景点级权威来源已核实；OSM坐标自动匹配（待人工复核）,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
BD-POI-0120,,Satla Beel,,河流湖泊与湿地,Wetland / water-lily landscape,,Barishal,Barishal,Uzirpur,,,,Satla Beel位于孟加拉国Barishal大区的Barishal，在本数据集中归为“河流湖泊与湿地”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。,,,雨季至雨季后（约6–11月）；出行前核实水位与安全情况,出发前通过当地旅游部门或地图服务核实路线,,,,https://beautifulbangladesh.gov.bd/ | https://beautifulbangladesh.gov.bd/district-destination/barisal/land-of-rivers/138,Bangladesh Tourism Board directory | specific authoritative source,景点级权威来源已核实；坐标待补,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
BD-POI-0121,,"Padma River, Rajshahi",,河流湖泊与湿地,River landscape,,Rajshahi,Rajshahi,,,,,"Padma River, Rajshahi位于孟加拉国Rajshahi大区的Rajshahi，在本数据集中归为“河流湖泊与湿地”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。",,,雨季至雨季后（约6–11月）；出行前核实水位与安全情况,出发前通过当地旅游部门或地图服务核实路线,,,,https://beautifulbangladesh.gov.bd/ | https://beautifulbangladesh.gov.bd/district-destination/rajshahi/land-of-rivers/27,Bangladesh Tourism Board directory | specific authoritative source,景点级权威来源已核实；坐标待补,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
BD-POI-0122,,S. M. Sultan Memorial Complex,,博物馆与纪念地,Art museum / cultural landmark,,Khulna,Narail,Narail Sadar,,,,S. M. Sultan Memorial Complex位于孟加拉国Khulna大区的Narail，在本数据集中归为“博物馆与纪念地”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。,,,全年；通常11月至次年3月天气较舒适,出发前通过当地旅游部门或地图服务核实路线,,,,https://beautifulbangladesh.gov.bd/ | https://beautifulbangladesh.gov.bd/district-destination/narail/landmarks/233,Bangladesh Tourism Board directory | specific authoritative source,景点级权威来源已核实；坐标待补,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
